ID#,Name,Year,Program Sites,Webscrape,Short Description,Board Members Scrpped,Board Members or Directors,Foundation Maps,Website,Donors and Sponsors,HQ City,HQ Country,Primary Typology,Primary Donors,Board Members,All Typologies,Verified,Africa Only,Notes,Complete,School Level,Duration,Duration*,Eligible Ages,Ages*,Cohort Range,Cohort #,Total Reach #,Funders,Cost,Partner Orgs,Contact Info,Social Media,Case Materials,Press,Related Entries,Discovery Method,First Reviewer,Second Reviewer,Comments,Completed Participant Search,Researcher,AutoNumber,Auto Number,Participant Nationalities
AYLS410,Inua Girls Group & RefuSHE,2012,Kenya,,NUA Girls Group was created in 2012 with the support of Mama Cash's Pastoralist Girls Initiative (PGI) by a group of school girls who had attended one of PGI's workshops. INUA is the first and only girls-led organisation in the North Eastern Province of Kenya. Their name means Uplift in Swahili. Their main aim is to provide support to other girls in the province to take the lead in their lives and create alternative role models to involve an increasing number of girls in changing the stereotypes barring them from taking active part in the public life of their communities. INUA registered as an organisation in 2014. They have an independent bank account and a website at http://www.Inuagirlsgroup.Net/.,,,Added Org,https://www.refushe.org/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AYLS411,Girls’ Empowerment Project (GEP),,Kenya,,,checked,checked,,https://www.heshimakenya.org/education/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AYLS412,KAKAmega County,,Kenya,,"The KAKAMEGA COUNTY. develops and implements programmes that seek to give the youth an opportunity to actively participate in decision-making processes at all levels, by encouraging them to join discussion groups and educating them about their rights, both politically and socially.",,,"Added Org,Added Funders",https://www.facebook.com/groups/481408398555112,Hivos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AYLS413,"Global Peace Foundation, Kenya",,Kenya,,,checked,,Added Org,https://www.globalpeace.org/project/africa-leadership-mission,Global Greengrants Fund Inc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AYLS414,Ecofinder Kenya,1995,Kenya,,"Ecofinder Kenya is a Community Based Organization (CBO) founded in 1995 and registered as Ecofinder Youth Group by Department of Social Services and Development, Republic of Kenya as a self-help group. Ecofinder Kenya is a vibrant, innovative and grass-root-based organization spearheading initiatives for sustainable communities around Lake Victoria Basin, Kenya. Our interventions include research and monitoring, landscape rehabilitation, entrepreneurship, capacity building and training, conservation education and advocacy, leadership incubation and nurturing, promotion of good governance and peace at grass-root level and preventive health education.",,,Added Org,https://ecofinderkenya.org/about-us/,Kenya Community Development Foundation,Kisuma,Kenya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AYLS415,Youth Focus Foundation,,Kenya,,We believe that effective learning is based on processes that are people-driven and collaborative. Our community-based programs are structured to:,,,Added Org,https://youthfocus.cfsites.org/custom.php?pageid=4147,Abilis Foundation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AYLS416,Garrisa Youth Project,,Kenya,,"Youth Action:  The G-Youth  grants  fund,  which  provides  funds  to  registered  youth  organizations  from Garissa to  implement  community  development  projects  or  civic  education  and  awareness  activities,  was launched  on  2nd  November  2011.    Calls  for  proposals  were  usually  followed  by  an  aggressive  information campaign  in  an  effort  to  ensure  that  as  many  youth  as  possible  were  given  the  opportunity  to  respond.  The  review  process  for grant  applications  followed  the processes  outlined  in  the G-Youth  Fund  Grants Manual.  Disbursements  were made to  25  youth  groups  for  community  development  grants  and  an additional  21  youth  groups  for  civic  education  grants.    The  capacity  of  many  of  the  youth  groups  was weak,  and  as  a result,  G-Youth’s  grants  management  partner,  the  Kenyan  Community  Development Foundation  (KCDF)  invested  significant  time  and  resources  in  capacity  building  training and  support  to the  youth  groups.   The  project  offered  capacity  building through  workshops,  leadership  camps  and exposure  visits  to  youth  groups  implementing  similar  types  of  community/income  generating  projects.   Specific  technical skills  training  was  also  organized  for  youth  groups.    KCDF  and  G-Youth  staff  also  spent time  and  effort  coaching,  mentorship  and  supporting youth  group  in  an  effort  to  help  ensure  that groups  were  keeping  on  track  with  their  work  plans,  program  targets  and  budgets.",,,Added Org,chrome-extension://efaidnbmnnnibpcajpcglclefindmkaj/https://pdf.usaid.gov/pdf_docs/PA00KX7D.pdf,USAID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AYLS417,Kishoka Youth Organization,,Kenya,,"Kishoka focuses on the youth, impacting communities with new skills, knowledge and information. Why is this focus important? Because it unlocks young people’s stewardship potentials. The special groups targeted by KISHOKA include: Urban Youths living in informal settlements/slums/villages and The Young Women. For KISHOKA, skilled and empowered young people help stimulate and inspire new ideas that act as ‘hope’ for their communities, communities that have been dispirited, weakened and disempowered due to crippling poverty, limited access to financial and material resources, collapsed healthcare and an adversely degraded environment, among other developmental challenges.",,,,https://kishokayouthorg.wordpress.com/about/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AYLS418,Youth Change and Peace Agent Network,,Kenya,,,,,,https://youthchangeandpeaceagentnetwork.wordpress.com/our-profile/,Nexus Fund,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AYLS419,Sadili Oval,,Kenya,,"Girl Power Clubs Africa is a women leadership program that trains teenage girls to become agents of positive change through sport, culture, art and dance, currently targeting 3400 girls from 42 schools in Kenya. We help girls gain self-esteem and learn to make life-changing decisions through sports. 
Ushindi Boys Clubs is a men's leadership programme that initiates teenage boys through various stages of growth into young men. The process involves mentoring, enterpreneurship training and character building to help them develop self-respect, discipline, responsibility and community spirit Visit our website",,,,https://www.sadili.com/,Women Win,Nairobi,Kenya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AYLS420,Young Ladies of Excellence,,Kenya,,,,,,https://youngladiesofelegance.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AYLS421,Theatrefor Enhancement & Acceleration of Research Solutions (TEARS),2002,Kenya,,"TEARS: Theatre for Enhancement & Acceleration of Researched Solutions uses the genre of theatre and peer led participatory approaches such as performing arts, visual arts, focus group discussion, peer education among others to assist the communities to dialogue and discuss various social-cultural, health and economic issues affecting them. These approaches seek to bring various communities to a safe space for dialogue and discussion and eventually seeking locally owned solution. The Organization is convinced that dialogue forums and discussions provide the platform for reflections and self assessment of the current state and desired change.",,checked,Added Org,http://www.tearsgroupkenya.org/,Kenya Community Development Foundation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AYLS422,Education Centre for the Advancement of WOmen,,Kenya,,,,,,https://ecawkenya.wordpress.com/,"American Jewish World Service, Inc; The Global Fund for Women, Inc

",Nairobi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AYLS423,Transform Empowerment for Action Initiative,,Kenya,,"Transform Empowerment for Action Initiative (THE TEAM) is a non profit making, non partisan, non governmental Organization aiming to enhance different communities’ involvement in peace and conflict transformation, health improvement, good governance, respect of human right and environmental conservation through research  awareness creation, advocacy and capacity building initiatives.

The TEAM mainly works with Youth in and out of School, women, minority and marginalized groups in western Kenya region.

The organization uses community participatory approaches, partnership, networking and collaboration as its principles.",,,Added Org,https://theteamorg.weebly.com/index.html,Ford Foundation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AYLS424,Centre for Rights Education and Awareness,,Kenya,,,,,,https://home.creaw.org/leadership-and-governance/,"The Un Trust Fund to End Violence Against Women
Ford Foundation
Comic Relief
Wellspring Philanthropic Fund, Inc.
American Jewish World Service, Inc.
Open Society Foundations
Urgent Action Fund - Africa
African Women'S Development Fund
The Global Fund for Women, Inc.
Akiba Uhaki Foundation",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AYLS425,Nyanza Initative for Girlsl Education and Empowerment,,Kenya,,,checked,checked,"Added Org,Added Funders",,"Tides FOundation; BBC Children inNeed; American Jewish World Service, In; The Global Fund for Children; Emerging Markets Foundation (Empower)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AYLS426,The Hijabi Mentorship Program,,Kenya,,,,,"Added Org,Added Funders",https://thehijabimentorship.org/about-us/,Gate Foundation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AYLS427,Carolina for Kibera,2001,Kenya,,"Carolina for Kibera exists to develop local leaders, catalyze positive change, and alleviate poverty in the informal settlement of Kibera in Nairobi, Kenya. They also combine service with responsible research to inform and assist participatory development in Kibera and other informal settlements globally. By maintaining a participatory focus, continuing to invest in youth, and forming key partnerships, the future is full of possibility and growth for CFK.",,,,,"American Jewish World Service, Inc;Global Fund for Children",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
